,game_id,title,description,score,date,img_url
128,129,Half-Life 2: Episode Two,"Half-Life 2: Episode Two is the second in a trilogy of new games created by Valve that extends the award-winning and best-selling Half-Life adventure. As Dr. Gordon Freeman, you were last seen exiting City 17 with Alyx Vance as the Citadel erupted amidst a storm of unknown proportions. In Episode Two, you must battle and race against Combine forces as you traverse the White Forest to deliver a crucial information packet stolen from the Citadel to an enclave of fellow resistance scientists. Episode Two extends the award-winning Half-Life gameplay with unique weapons, vehicles, and newly-spawned creatures. [Valve]",90,2007-10-10,https://static.metacritic.com/images/products/games/3/77c63b381ce82d9e125e09de3193ff66-98.jpg
129,130,Braid,"Braid is a puzzle-platformer, drawn in a painterly style, where the player manipulates the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess. In each world, you have a different power to affect the way time behaves, and it is time's strangeness that creates the puzzles. The time behaviors include: the ability to rewind, objects that are immune to being rewound, time that is tied to space, parallel realities, time dilation, and perhaps more. Braid treats your time and attention as precious; there is no filler in this game. Every puzzle shows you something new and interesting about the game world. Braid is a 2-D platform game where you can never die and never lose.",90,2009-10-04,https://static.metacritic.com/images/products/games/2/4c434948b157b6eb36a58fff456be011-98.jpg
130,131,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,"Set before the events of both Universal Pictures' ""The Chronicles of Riddick,"" starring Vin Diesel, and the 2000 cult classic ""Pitch Black,"" which first introduced Diesel as enigmatic anti-hero Riddick, the game tells the story of Riddick's dramatic escape from the previously inescapable triple max security slam Butcher Bay, home to the most violent prisoners in the galaxy. The Chronicles Riddick: Escape From Butcher Bay will blend action and stealth elements, as players navigate Riddick through the harsh environments of the slam - dank tunnels, dimly lit corridors, and other hazardous areas filled with guards, savage inmates and deadly creatures that prowl the darkness. [Vivendi Universal]",90,2004-08-12,https://static.metacritic.com/images/products/games/8/de11ad1978515aa9147cfb6ae55ba90d-98.jpg
131,132,Sid Meier's Civilization III,"In Civilization III, you'll find new pathways to explore and strategies to employ, greatly expanded diplomacy, more powerful combat, a new trade system, new technologies, more powerful tools to build and manage your empire, and the most detailed and beautiful art, animations and sound ever found in the genre. [Infogrames]",90,2001-10-30,https://static.metacritic.com/images/products/games/8/d9a4e1db1a821699c6b62169057f9974-98.jpg
132,133,Opus Magnum,"Opus Magnum is the latest open-ended puzzle game from Zachtronics, the creators of SpaceChem, Infinifactory, and SHENZHEN I/O. Design and build machines that assemble potions, poisons, and more using the alchemical engineer’s most advanced tool: the transmutation engine!",90,2017-07-12,https://static.metacritic.com/images/products/games/6/3da5401890add0fb2fb9a41732308568-98.jpg
133,134,NBA 2K13,NBA 2K13 is the follow-up to the NBA 2K12 basketball game. Finally answer the question: Who would win a head-to-head match-up between the 1992 Dream Team and the 2012 team?  Jordan vs Kobe?  Barkley vs LeBron? Stockton vs Paul?,90,2012-02-10,https://static.metacritic.com/images/products/games/6/09184ae240c3084f69ac83e55de6598f-98.jpg
134,135,Silent Hunter III,"Command the cunning and deadly U-boats of the North Atlantic and experience the tension-filled atmosphere of a WWII submarine movie. The king of submarine simulations returns with an all-new 3D game engine, new crew-command features, and more realistic action than ever before. The game includes a career campaign, patrols that have both single and historical missions, a mission editor, and a multiplayer feature. Whether it’s stalking destroyers or hiding from depth charges, players will experience their own personal war story. The spectacular graphics, multiplayer options, and suspenseful gameplay combine to create the most impressive submarine simulation ever. [Ubisoft]",90,2005-03-15,https://static.metacritic.com/images/products/games/5/c980bf619223799550226ab4deaa5d9a-98.jpg
135,136,Bayonetta,"Bayonetta is a cinematic and stylish action game from the creative mind of Hideki Kamiya. As a gun-wielding witch with powers beyond the comprehension of mere mortals, Bayonetta faces-off against countless enemies in a game of 100% pure all-out action. Outlandish finishing moves are performed with acrobatic grace as Bayonetta flows from one fight to another. Bayonetta pushes the limits of the action genre with magnificent over-the-top action and fast-paced, dynamic climax combat.",90,2017-11-04,https://static.metacritic.com/images/products/games/7/ca840c10105b37bfaf75dc7ffd8b9a80-98.jpg
136,137,Sid Meier's Civilization V,"With over nine million units sold worldwide, and unprecedented critical acclaim from fans and press around the world, Sid Meier's Civilization is recognized as one of the greatest strategy franchises of all-time. Now, Firaxis Games will take this incredibly fun and addictive strategy game to unprecedented heights by adding new ways to play and win; new tools to manage and expand your civilization; extensive modding capabilities; and intensely competitive multiplayer options. Civilization V will come to life in a beautifully detailed, living world that will elevate the gameplay experience to a whole new level making it a must-have for gamers around the globe!",90,2010-09-21,https://static.metacritic.com/images/products/games/5/9f2b3adb38e3d029f63d2f29561b0788-98.jpg
137,138,Falcon 4.0: Allied Force,"Pilot three different variants of the F-16 Fighting Falcon -- the best multi-role fighter ever built -- including Block 40, Block 50/52 and MLU variants. Ultra-high fidelity physics modeling closely simulates actual aircraft performance. Engage the enemy in two operational theaters -- Korea and the Balkans -- each covering over a million square Kilometers of territory. Dogfight over a wide variety of landscapes: wide seas, open grasslands, dense forests and snow capped mountains. Fly nap-of-earth missions through detailed terrain and undulating valleys. Launch a variety of air-to-air missiles like the AIM-120 AMRAAM and AIM-9 Sidewinder. Deploy a vast array of air-to-ground weaponry including the AGM-65 Maverick, AGM-88 HARM, cluster bombs, slick and high drag bombs and laser guided ordnance. Weapon systems are simulated using the most accurate publicly available specifications. Simulate an entire war with the most advanced dynamic campaign engine ever made for your PC. This remarkable feature presides over tens of thousands of vehicles: air, land and sea. No two missions ever fly the same! [Graphsim]",90,2005-06-28,https://static.metacritic.com/images/products/games/5/1023bfa746ba984a15a12799339768bc-98.jpg
138,139,The Stanley Parable: Ultra Deluxe,"The Stanley Parable: Ultra Deluxe is an expanded re-imagining of 2013's The Stanley Parable. You will play as Stanley, and you will not play as Stanley. You will make a choice, and you will become powerless. You are not here to win. The Stanley Parable is a game that plays you.",90,2022-04-27,https://static.metacritic.com/images/products/games/4/3a82fea53ff6106ecc09cc801a45e799-98.jpg
139,140,Deus Ex: Human Revolution,"In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future.",90,2011-08-23,https://static.metacritic.com/images/products/games/7/aead46735c56e6678f8f5d0c93f5dfe0-98.jpg
